symbol,archetype,history_start,history_end,history_years,data_readiness,financial_quality,earnings_quality,cash_flow_quality,balance_sheet,debt_liquidity,capital_efficiency,capital_allocation,dilution,accounting_consistency,forensic_findings_count,critical_findings,high_findings,medium_findings,deterioration_classification,value_trap,compounder_classification,valuation_status,base_iv,actual_mos,required_mos,mos_gate,final_decision,decision_reason
AFX,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,WATCH,FAIL,WATCH,UNKNOWN,PASS,2,0,2,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,19679.867973948854,49.69,30.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE)."
AG1,NORMAL_ENTERPRISE,2016,2016,1,INSUFFICIENT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FAIL,FAIL,WATCH,UNKNOWN,PASS,2,0,2,0,POSSIBLY_STRUCTURAL,HIGH_RISK,INSUFFICIENT_DATA,READY,5491.539387790056,-111.23,35.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE, EXCESSIVE_DEBT_LEVERAGE)."
AGF,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,2,0,2,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,READY,22949.05605682177,91.72,45.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
AGG,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,PASS,PASS,UNKNOWN,PASS,2,0,1,1,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,59641.24032359661,82.73,50.0,PASS,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE).
AGM,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,3,0,3,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,INCOMPLETE,,,0.0,UNKNOWN,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
AGP,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,WATCH,PASS,UNKNOWN,PASS,3,0,2,1,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,72540.63636565242,62.37,46.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, EXCESSIVE_DEBT_LEVERAGE)."
AGR,SECURITIES,2011,2025,15,READY,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,1,0,1,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,READY,12518.049411574522,-1.05,45.0,FAIL,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (WEAK_SECURITIES_ROE).
AGX,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,WATCH,WATCH,UNKNOWN,PASS,PASS,PASS,UNKNOWN,PASS,1,0,0,1,POSSIBLY_CYCLICAL,WATCH,COMPOUNDER,READY,908473.6148700771,85.37,35.0,PASS,BUY,Doanh nghiệp đạt chuẩn chất lượng BCTC và mức giá hiện tại (MOS 85.4%) đạt/vượt Biên an toàn yêu cầu (35.0%).
AIC,NORMAL_ENTERPRISE,2016,2025,8,READY,UNKNOWN,PASS,PASS,UNKNOWN,FAIL,FAIL,WATCH,UNKNOWN,PASS,2,0,2,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,74371.54226209222,88.3,50.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE, EXCESSIVE_DEBT_LEVERAGE)."
AIG,NORMAL_ENTERPRISE,2018,2025,8,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,WATCH,PASS,UNKNOWN,PASS,1,0,1,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,29046.018696134706,-69.73,41.0,FAIL,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE).
ALC,NORMAL_ENTERPRISE,2025,2025,1,INSUFFICIENT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PASS,PASS,WATCH,UNKNOWN,PASS,0,0,0,0,NO_DETERIORATION,CLEAR,INSUFFICIENT_DATA,READY,86233.67998642144,76.34,35.0,PASS,REVIEW_BUSINESS,Chưa đủ dữ liệu tài chính lịch sử (dưới 3-5 năm) để hoàn thành đánh giá BCTC.
ALT,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,FAIL,PASS,UNKNOWN,PASS,1,0,1,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,READY,31517.28443958691,61.93,50.0,PASS,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE).
ALV,NORMAL_ENTERPRISE,2016,2025,9,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,FAIL,PASS,UNKNOWN,PASS,3,0,2,1,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,20886.229224703748,68.4,40.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE)."
AMC,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,WATCH,PASS,WATCH,UNKNOWN,PASS,0,0,0,0,NO_DETERIORATION,CLEAR,AVERAGE_BUSINESS,READY,18929.55760894619,28.15,50.0,FAIL,WAIT_FOR_MOS,Doanh nghiệp có chất lượng tốt (AVERAGE_BUSINESS) nhưng mức giá hiện tại (MOS 28.1%) chưa đạt Biên an toàn yêu cầu (50.0%).
AME,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,FAIL,PASS,UNKNOWN,PASS,4,0,3,1,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,4747.516144282726,-43.23,45.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, EXCESSIVE_DEBT_LEVERAGE)."
AMP,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,FAIL,WATCH,UNKNOWN,PASS,3,0,3,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,2490.295821806295,-422.03,40.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, EXCESSIVE_DEBT_LEVERAGE)."
AMS,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,FAIL,PASS,UNKNOWN,PASS,3,0,3,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,49281.61716326534,84.98,46.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, EXCESSIVE_DEBT_LEVERAGE)."
AMV,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,3,0,3,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,36843.4612965331,97.29,40.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
ANI,NORMAL_ENTERPRISE,2020,2025,6,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,PASS,PASS,UNKNOWN,PASS,2,0,2,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,105502.28665431269,55.45,35.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, EXCESSIVE_DEBT_LEVERAGE)."
ANT,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,WATCH,PASS,UNKNOWN,PASS,2,0,2,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,215077.28153959697,91.63091523607244,33.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, EXCESSIVE_DEBT_LEVERAGE)."
ANV,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,WATCH,WATCH,UNKNOWN,PASS,FAIL,PASS,UNKNOWN,WATCH,3,0,1,2,POSSIBLY_CYCLICAL,HIGH_RISK,WEAK_BUSINESS,READY,11021.472452599579,-42.0,50.0,FAIL,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE).
APC,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,WATCH,WATCH,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,3,0,2,1,POSSIBLY_CYCLICAL,HIGH_RISK,WEAK_BUSINESS,READY,32644.86088272069,82.85,46.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
APF,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,PASS,PASS,UNKNOWN,WATCH,PASS,PASS,UNKNOWN,PASS,0,0,0,0,NO_DETERIORATION,CLEAR,AVERAGE_BUSINESS,READY,204318.20697258104,78.22,43.0,PASS,BUY,Doanh nghiệp đạt chuẩn chất lượng BCTC và mức giá hiện tại (MOS 78.2%) đạt/vượt Biên an toàn yêu cầu (43.0%).
APG,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,WATCH,FAIL,WATCH,UNKNOWN,PASS,3,0,3,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,21240.086973665977,78.11,50.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
APH,NORMAL_ENTERPRISE,2018,2025,8,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,2,0,1,1,POSSIBLY_CYCLICAL,HIGH_RISK,WEAK_BUSINESS,READY,32898.5505432171,80.46,50.0,PASS,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE).
API,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,WATCH,FAIL,WATCH,UNKNOWN,PASS,3,0,3,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,3977.028231407179,-38.29,50.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
APL,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,WATCH,WATCH,UNKNOWN,PASS,2,0,2,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,43165.12757797578,73.36,45.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, EXCESSIVE_DEBT_LEVERAGE)."
APP,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,WATCH,FAIL,WATCH,UNKNOWN,PASS,3,0,3,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,6888.052273081242,41.93,40.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
APS,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,3,0,3,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,7435.056147219277,19.301214662057266,45.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
APT,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PASS,PASS,WATCH,UNKNOWN,PASS,1,0,1,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,INCOMPLETE,,,0.0,UNKNOWN,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (UNSTABLE_EARNINGS_HISTORY).
ARM,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,WATCH,WATCH,UNKNOWN,PASS,2,0,2,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,25760.47534112942,-77.79,30.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, EXCESSIVE_DEBT_LEVERAGE)."
ART,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,3,0,3,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,INCOMPLETE,,,0.0,UNKNOWN,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
ASM,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,FAIL,WATCH,UNKNOWN,PASS,3,0,3,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,14722.8010202312,64.68,50.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, EXCESSIVE_DEBT_LEVERAGE)."
ASP,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,WATCH,FAIL,WATCH,UNKNOWN,WATCH,4,0,3,1,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,4726.3656953273585,-202.56,41.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
AST,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,PASS,PASS,UNKNOWN,PASS,2,0,1,1,POSSIBLY_CYCLICAL,HIGH_RISK,AVERAGE_BUSINESS,READY,110511.01986456057,38.55816362638181,30.0,PASS,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (UNSTABLE_EARNINGS_HISTORY).
ATA,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,PASS,WATCH,UNKNOWN,PASS,2,0,2,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,INCOMPLETE,,,0.0,UNKNOWN,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, UNSTABLE_EARNINGS_HISTORY)."
ATG,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,FAIL,WATCH,UNKNOWN,PASS,4,0,4,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,132051.2126563075,94.02,35.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY, EXCESSIVE_DEBT_LEVERAGE)."
ATS,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,3,0,3,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,1849.934039056105,-1164.91,40.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
AVC,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,PASS,PASS,UNKNOWN,PASS,0,0,0,0,NO_DETERIORATION,CLEAR,AVERAGE_BUSINESS,READY,68282.51872521335,40.69,35.0,PASS,BUY,Doanh nghiệp đạt chuẩn chất lượng BCTC và mức giá hiện tại (MOS 40.7%) đạt/vượt Biên an toàn yêu cầu (35.0%).
AVG,NORMAL_ENTERPRISE,2022,2025,4,PARTIAL,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,FAIL,PASS,UNKNOWN,PASS,3,0,2,1,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,12752.397478829436,40.4,40.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE)."
BAB,BANK,2016,2025,10,READY,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,PASS,FAIL,PASS,UNKNOWN,PASS,1,0,1,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,READY,16146.282043136085,34.97,30.0,PASS,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (WEAK_BANK_ROE).
BAF,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,WATCH,WATCH,WATCH,UNKNOWN,PASS,3,0,3,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,2696.8516086864724,-1088.42,50.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, INVENTORY_BUILDUP, UNSTABLE_EARNINGS_HISTORY)."
BAL,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,WATCH,WATCH,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,3,0,2,1,POSSIBLY_CYCLICAL,HIGH_RISK,WEAK_BUSINESS,READY,9712.153705044551,24.84,35.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
BAX,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,FAIL,PASS,PASS,UNKNOWN,PASS,1,0,1,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,54150.214158677794,44.6,50.0,FAIL,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (EXCESSIVE_DEBT_LEVERAGE).
BBH,NORMAL_ENTERPRISE,2018,2025,7,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,1,0,1,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,READY,32373.845683481835,70.04,43.0,PASS,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE).
BBM,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,1,0,1,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,READY,25899.07654678547,68.72,40.0,PASS,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE).
BBS,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,WATCH,FAIL,WATCH,UNKNOWN,PASS,1,0,1,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,READY,31572.207599890855,62.63,50.0,PASS,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE).
BBT,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,PASS,WATCH,UNKNOWN,PASS,2,0,1,1,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,7928.288738811878,-58.92,43.0,FAIL,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE).
BCA,NORMAL_ENTERPRISE,2020,2025,6,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,FAIL,WATCH,UNKNOWN,PASS,5,0,4,1,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,51539.162328103084,61.39,50.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY, EXCESSIVE_DEBT_LEVERAGE)."
BCB,NORMAL_ENTERPRISE,2016,2025,9,READY,UNKNOWN,PASS,PASS,UNKNOWN,FAIL,PASS,PASS,UNKNOWN,PASS,2,0,1,1,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,36349.58111829539,93.95,46.0,PASS,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (EXCESSIVE_DEBT_LEVERAGE).
BCC,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,WATCH,FAIL,WATCH,UNKNOWN,PASS,2,0,2,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,READY,28694.999583086174,80.14,50.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
BCE,NORMAL_ENTERPRISE,2011,2025,15,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,WATCH,FAIL,WATCH,UNKNOWN,PASS,2,0,2,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,12539.552891764084,55.18,50.0,PASS,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE)."
BCF,NORMAL_ENTERPRISE,2016,2025,8,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,PASS,PASS,UNKNOWN,PASS,0,0,0,0,NO_DETERIORATION,CLEAR,AVERAGE_BUSINESS,READY,55579.35524215902,34.32813345716292,33.0,PASS,BUY,Doanh nghiệp đạt chuẩn chất lượng BCTC và mức giá hiện tại (MOS 34.3%) đạt/vượt Biên an toàn yêu cầu (33.0%).
BCM,NORMAL_ENTERPRISE,2013,2025,13,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,WATCH,WATCH,PASS,UNKNOWN,PASS,1,0,1,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,INCOMPLETE,-2701.564297438014,,0.0,UNKNOWN,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE).
BCP,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,FAIL,WATCH,UNKNOWN,PASS,4,0,4,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,13431.023424078934,25.55,40.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE, WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY, EXCESSIVE_DEBT_LEVERAGE)."
BCV,NORMAL_ENTERPRISE,2019,2025,7,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,2,0,2,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,READY,7194.18792966263,-198.85,35.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
BDG,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,WATCH,WATCH,UNKNOWN,PASS,PASS,PASS,UNKNOWN,PASS,2,0,0,2,POSSIBLY_CYCLICAL,WATCH,AVERAGE_BUSINESS,READY,44383.4981144509,40.29,38.0,PASS,BUY,Doanh nghiệp đạt chuẩn chất lượng BCTC và mức giá hiện tại (MOS 40.3%) đạt/vượt Biên an toàn yêu cầu (38.0%).
BDT,NORMAL_ENTERPRISE,2015,2025,11,READY,UNKNOWN,FAIL,FAIL,UNKNOWN,PASS,WATCH,WATCH,UNKNOWN,PASS,1,0,1,0,POSSIBLY_STRUCTURAL,HIGH_RISK,DETERIORATING_BUSINESS,READY,57031.64524551204,84.22,40.0,PASS,AVOID,Phát hiện rủi ro tài chính nghiêm trọng (PROFIT_CASH_DIVERGENCE).
BDW,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,WATCH,PASS,UNKNOWN,PASS,0,0,0,0,NO_DETERIORATION,CLEAR,AVERAGE_BUSINESS,READY,133611.43216820754,80.91,35.0,PASS,BUY,Doanh nghiệp đạt chuẩn chất lượng BCTC và mức giá hiện tại (MOS 80.9%) đạt/vượt Biên an toàn yêu cầu (35.0%).
BED,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,PASS,WATCH,UNKNOWN,PASS,0,0,0,0,NO_DETERIORATION,CLEAR,AVERAGE_BUSINESS,READY,34532.102062380625,31.657794948689467,30.0,PASS,BUY,Doanh nghiệp đạt chuẩn chất lượng BCTC và mức giá hiện tại (MOS 31.7%) đạt/vượt Biên an toàn yêu cầu (30.0%).
BEL,NORMAL_ENTERPRISE,2016,2025,10,READY,UNKNOWN,PASS,PASS,UNKNOWN,PASS,FAIL,WATCH,UNKNOWN,PASS,2,0,2,0,NO_DETERIORATION,HIGH_RISK,WEAK_BUSINESS,READY,6474.769136696367,-317.0,40.0,FAIL,AVOID,"Phát hiện rủi ro tài chính nghiêm trọng (WEAK_PROFITABILITY_ROE, UNSTABLE_EARNINGS_HISTORY)."
