symbol,archetype,history_years,data_readiness,economic_quality,earnings_durability,earnings_quality,balance_sheet,capital_allocation,dilution,accounting_consistency,critical_findings,high_findings,value_trap,compounder_class,decision_state
DLR,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DLT,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,FAIL,FAIL,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DMC,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,WATCH,PASS,WATCH,PASS,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
DMN,NORMAL_ENTERPRISE,6,READY,FAIL,PASS,PASS,FAIL,PASS,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DMX,NORMAL_ENTERPRISE,1,INSUFFICIENT,FAIL,PASS,UNKNOWN,FAIL,WATCH,PASS,PASS,0,2,HIGH_RISK,INSUFFICIENT_DATA,AVOID
DNA,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,PASS,WATCH,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
DNC,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,PASS,PASS,WATCH,PASS,0,0,WATCH,POTENTIAL_COMPOUNDER,WAIT_FOR_MOS
DND,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DNE,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,WATCH,WATCH,WATCH,PASS,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
DNH,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
DNL,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,PASS,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
DNM,NORMAL_ENTERPRISE,10,READY,WATCH,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DNN,NORMAL_ENTERPRISE,10,READY,PASS,PASS,WATCH,PASS,PASS,PASS,PASS,0,0,WATCH,COMPOUNDER,WAIT_FOR_MOS
DNP,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,FAIL,PASS,WATCH,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DNT,NORMAL_ENTERPRISE,10,READY,WATCH,WATCH,WATCH,PASS,WATCH,PASS,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
DNW,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,PASS,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
DOC,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DOP,NORMAL_ENTERPRISE,9,READY,WATCH,PASS,PASS,PASS,WATCH,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
DP1,NORMAL_ENTERPRISE,9,READY,FAIL,PASS,FAIL,FAIL,PASS,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DP2,NORMAL_ENTERPRISE,9,READY,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DP3,NORMAL_ENTERPRISE,10,READY,FAIL,WATCH,FAIL,PASS,PASS,WATCH,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DPC,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,PASS,WATCH,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
DPG,NORMAL_ENTERPRISE,15,READY,PASS,PASS,UNKNOWN,WATCH,PASS,PASS,WATCH,0,0,WATCH,POTENTIAL_COMPOUNDER,WAIT_FOR_MOS
DPH,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,WATCH,PASS,PASS,PASS,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
DPM,NORMAL_ENTERPRISE,15,READY,WATCH,PASS,UNKNOWN,PASS,WATCH,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
DPP,NORMAL_ENTERPRISE,10,READY,PASS,PASS,WATCH,WATCH,PASS,PASS,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
DPR,NORMAL_ENTERPRISE,15,READY,FAIL,PASS,UNKNOWN,PASS,WATCH,PASS,WATCH,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
DQC,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DRC,NORMAL_ENTERPRISE,15,READY,PASS,PASS,UNKNOWN,PASS,WATCH,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
DRG,NORMAL_ENTERPRISE,8,READY,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
DRH,NORMAL_ENTERPRISE,15,READY,FAIL,FAIL,UNKNOWN,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DRI,NORMAL_ENTERPRISE,11,READY,WATCH,WATCH,UNKNOWN,PASS,WATCH,PASS,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
DRL,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,PASS,WATCH,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
DSC,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,WATCH,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DSD,NORMAL_ENTERPRISE,5,READY,FAIL,WATCH,PASS,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
DSE,NORMAL_ENTERPRISE,15,READY,FAIL,WATCH,UNKNOWN,FAIL,PASS,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DSG,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,UNKNOWN,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
DSH,NORMAL_ENTERPRISE,3,PARTIAL,PASS,PASS,UNKNOWN,WATCH,PASS,PASS,PASS,0,0,CLEAR,POTENTIAL_COMPOUNDER,WAIT_FOR_MOS
DSN,NORMAL_ENTERPRISE,10,READY,PASS,PASS,WATCH,PASS,WATCH,PASS,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
DSP,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DST,NORMAL_ENTERPRISE,15,READY,FAIL,FAIL,UNKNOWN,PASS,PASS,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
DTA,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DTC,NORMAL_ENTERPRISE,10,READY,WATCH,FAIL,PASS,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,AVERAGE_BUSINESS,AVOID
DTD,NORMAL_ENTERPRISE,11,READY,PASS,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,0,CLEAR,POTENTIAL_COMPOUNDER,BUY
DTG,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,PASS,PASS,WATCH,WATCH,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
DTI,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DTK,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
DTL,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DTT,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
DUS,NORMAL_ENTERPRISE,9,READY,PASS,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DVC,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,PASS,PASS,WATCH,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
DVG,NORMAL_ENTERPRISE,6,READY,FAIL,WATCH,PASS,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
DVM,NORMAL_ENTERPRISE,8,READY,FAIL,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
DVN,NORMAL_ENTERPRISE,13,READY,FAIL,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
DVP,NORMAL_ENTERPRISE,15,READY,PASS,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
DVW,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,PASS,WATCH,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
DWS,NORMAL_ENTERPRISE,9,READY,WATCH,PASS,PASS,FAIL,PASS,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DXG,NORMAL_ENTERPRISE,15,READY,WATCH,WATCH,UNKNOWN,PASS,PASS,PASS,WATCH,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DXL,NORMAL_ENTERPRISE,9,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DXP,NORMAL_ENTERPRISE,15,READY,WATCH,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
DXS,NORMAL_ENTERPRISE,8,READY,FAIL,WATCH,UNKNOWN,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DXV,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
E12,NORMAL_ENTERPRISE,6,READY,FAIL,FAIL,UNKNOWN,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
E29,NORMAL_ENTERPRISE,2,INSUFFICIENT,FAIL,FAIL,PASS,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,INSUFFICIENT_DATA,AVOID
EBS,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
ECI,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,PASS,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
ECO,NORMAL_ENTERPRISE,3,PARTIAL,FAIL,PASS,FAIL,WATCH,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
EFI,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
EGL,NORMAL_ENTERPRISE,4,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,WAIT_FOR_MOS
EIB,BANK,15,READY,FAIL,FAIL,NOT_APPLICABLE,PASS,WATCH,WATCH,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
EIC,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,FAIL,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
EID,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
EIN,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,PASS,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
ELC,NORMAL_ENTERPRISE,15,READY,FAIL,PASS,UNKNOWN,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
EME,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
EMG,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,WATCH,PASS,WATCH,PASS,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
EMS,NORMAL_ENTERPRISE,10,READY,PASS,PASS,WATCH,WATCH,PASS,WATCH,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
EVE,NORMAL_ENTERPRISE,10,READY,FAIL,WATCH,PASS,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
EVF,NORMAL_ENTERPRISE,15,READY,FAIL,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
EVG,NORMAL_ENTERPRISE,13,READY,FAIL,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
EVS,NORMAL_ENTERPRISE,15,READY,FAIL,FAIL,UNKNOWN,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
F88,NORMAL_ENTERPRISE,6,READY,PASS,WATCH,UNKNOWN,WATCH,PASS,PASS,PASS,0,0,CLEAR,POTENTIAL_COMPOUNDER,BUY
FBC,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
FCC,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
FCM,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
FCN,NORMAL_ENTERPRISE,15,READY,WATCH,WATCH,UNKNOWN,WATCH,WATCH,PASS,WATCH,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
FCS,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
FDC,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,PASS,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
FGL,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,UNKNOWN,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
FHN,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
FHS,NORMAL_ENTERPRISE,10,READY,PASS,WATCH,FAIL,FAIL,PASS,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
FIC,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
FID,NORMAL_ENTERPRISE,14,READY,FAIL,FAIL,UNKNOWN,PASS,WATCH,PASS,WATCH,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
FIR,NORMAL_ENTERPRISE,10,READY,WATCH,WATCH,UNKNOWN,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
FIT,NORMAL_ENTERPRISE,15,READY,FAIL,WATCH,UNKNOWN,PASS,PASS,PASS,WATCH,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
FMC,NORMAL_ENTERPRISE,15,READY,PASS,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,0,CLEAR,POTENTIAL_COMPOUNDER,BUY
FOC,NORMAL_ENTERPRISE,15,READY,PASS,PASS,UNKNOWN,PASS,WATCH,PASS,WATCH,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
FOX,NORMAL_ENTERPRISE,15,READY,PASS,PASS,UNKNOWN,PASS,PASS,PASS,WATCH,0,0,WATCH,POTENTIAL_COMPOUNDER,WAIT_FOR_MOS
FPT,NORMAL_ENTERPRISE,15,READY,PASS,PASS,UNKNOWN,PASS,PASS,PASS,WATCH,0,0,WATCH,POTENTIAL_COMPOUNDER,WAIT_FOR_MOS
FRC,NORMAL_ENTERPRISE,10,READY,PASS,WATCH,WATCH,WATCH,PASS,PASS,PASS,0,0,WATCH,COMPOUNDER,WAIT_FOR_MOS
FRM,NORMAL_ENTERPRISE,10,READY,FAIL,WATCH,FAIL,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
FRT,NORMAL_ENTERPRISE,13,READY,PASS,FAIL,UNKNOWN,FAIL,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
FSO,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
FTI,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
FTM,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
FTS,SECURITIES,15,READY,PASS,PASS,NOT_APPLICABLE,PASS,WATCH,WATCH,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
G20,NORMAL_ENTERPRISE,3,PARTIAL,FAIL,FAIL,PASS,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
G36,NORMAL_ENTERPRISE,15,READY,FAIL,WATCH,UNKNOWN,WATCH,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
GAS,NORMAL_ENTERPRISE,15,READY,PASS,PASS,UNKNOWN,PASS,WATCH,PASS,WATCH,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
GCB,NORMAL_ENTERPRISE,10,READY,FAIL,WATCH,FAIL,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
GCF,NORMAL_ENTERPRISE,5,READY,FAIL,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
GDH,NORMAL_ENTERPRISE,2,INSUFFICIENT,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,0,1,HIGH_RISK,INSUFFICIENT_DATA,AVOID
GDT,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,PASS,WATCH,WATCH,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
GDW,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,PASS,WATCH,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
GEE,NORMAL_ENTERPRISE,7,READY,PASS,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,0,CLEAR,POTENTIAL_COMPOUNDER,BUY
GEG,NORMAL_ENTERPRISE,15,READY,FAIL,PASS,UNKNOWN,WATCH,PASS,PASS,WATCH,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
GEL,NORMAL_ENTERPRISE,4,PARTIAL,FAIL,PASS,UNKNOWN,WATCH,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
GER,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
GEX,NORMAL_ENTERPRISE,15,READY,WATCH,PASS,UNKNOWN,WATCH,PASS,PASS,WATCH,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
GGG,NORMAL_ENTERPRISE,10,READY,PASS,FAIL,UNKNOWN,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
GHC,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,PASS,PASS,WATCH,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
GIC,NORMAL_ENTERPRISE,6,READY,FAIL,PASS,PASS,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
GIL,NORMAL_ENTERPRISE,15,READY,PASS,PASS,UNKNOWN,PASS,WATCH,PASS,WATCH,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
GKM,NORMAL_ENTERPRISE,10,READY,FAIL,WATCH,FAIL,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
GLC,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
GLT,NORMAL_ENTERPRISE,10,READY,PASS,PASS,FAIL,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
GLW,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
GMA,NORMAL_ENTERPRISE,8,READY,FAIL,WATCH,PASS,FAIL,PASS,WATCH,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
GMC,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
GMD,NORMAL_ENTERPRISE,15,READY,FAIL,PASS,UNKNOWN,PASS,PASS,PASS,WATCH,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
GMH,NORMAL_ENTERPRISE,5,READY,FAIL,PASS,PASS,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
GMX,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,PASS,WATCH,WATCH,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
GND,NORMAL_ENTERPRISE,10,READY,PASS,PASS,WATCH,PASS,WATCH,PASS,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
GPC,NORMAL_ENTERPRISE,6,READY,FAIL,WATCH,FAIL,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
GSM,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,PASS,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
GSP,NORMAL_ENTERPRISE,15,READY,WATCH,PASS,UNKNOWN,PASS,PASS,PASS,WATCH,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
GTA,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,WATCH,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
GTD,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,UNKNOWN,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
GTS,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,PASS,FAIL,WATCH,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
GTT,NORMAL_ENTERPRISE,5,READY,PASS,FAIL,UNKNOWN,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
GVR,NORMAL_ENTERPRISE,14,READY,FAIL,PASS,UNKNOWN,PASS,WATCH,PASS,WATCH,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
GVT,NORMAL_ENTERPRISE,10,READY,PASS,PASS,WATCH,PASS,PASS,WATCH,PASS,0,0,WATCH,COMPOUNDER,WAIT_FOR_MOS
HAC,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HAD,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,PASS,PASS,WATCH,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
HAF,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,WATCH,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HAG,NORMAL_ENTERPRISE,15,READY,FAIL,FAIL,UNKNOWN,PASS,WATCH,PASS,WATCH,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
HAH,NORMAL_ENTERPRISE,15,READY,PASS,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,0,WATCH,POTENTIAL_COMPOUNDER,WAIT_FOR_MOS
HAM,NORMAL_ENTERPRISE,10,READY,PASS,PASS,FAIL,FAIL,PASS,WATCH,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HAN,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HAP,NORMAL_ENTERPRISE,10,READY,FAIL,WATCH,FAIL,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HAR,NORMAL_ENTERPRISE,15,READY,FAIL,WATCH,UNKNOWN,PASS,PASS,PASS,WATCH,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
HAS,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HAT,NORMAL_ENTERPRISE,10,READY,PASS,PASS,FAIL,FAIL,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HAV,NORMAL_ENTERPRISE,3,PARTIAL,PASS,PASS,UNKNOWN,PASS,WATCH,PASS,PASS,0,0,CLEAR,WEAK_BUSINESS,WAIT_FOR_MOS
HAX,NORMAL_ENTERPRISE,15,READY,PASS,FAIL,UNKNOWN,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,AVERAGE_BUSINESS,AVOID
HBC,NORMAL_ENTERPRISE,15,READY,WATCH,FAIL,UNKNOWN,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
HBD,NORMAL_ENTERPRISE,9,READY,WATCH,PASS,FAIL,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
